winner_faction;loser_faction;winner;loser;wins;losses;title;file
Knalgan Alliance;Loyalists;GaretJax;Bast;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-03-22+05%3A40%3A07.xml
Rebels;Loyalists;khiM;Spelp;LADDER - http://wesnoth.gamingladder.info;download-replay.php?reported_on=2013-03-22+07%3A20%3A05.xml
Undead;Drakes;Cackfiend;GaretJax;Ladder http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-03-23+05%3A22%3A28.xml
Drakes;Knalgan Alliance;suiren;Bast;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-03-23+09%3A00%3A43.xml
Drakes;Drakes;Stenen;Fanjo;ladder game;download-replay.php?reported_on=2013-03-23+09%3A25%3A12.xml
Drakes;Knalgan Alliance;suiren;Rene;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-03-23+15%3A11%3A59.xml
Rebels;Loyalists;suiren;plk2;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-03-24+15%3A49%3A52.xml
Rebels;Northerners;Cackfiend;nelson;Ladder http://wesnoth.gamingladder.info/ Updated TF, Den, Hamlets;download-replay.php?reported_on=2013-03-25+02%3A55%3A51.xml
Northerners;Rebels;Bast;nelson;ladder for Bast;download-replay.php?reported_on=2013-03-25+05%3A12%3A58.xml
Loyalists;Northerners;Cackfiend;Bast;Ladder http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-03-25+08%3A13%3A23.xml
Undead;Loyalists;Spelp;suiren;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-03-25+14%3A15%3A01.xml
Undead;Loyalists;Fanjo;Dauntless;ladder game;download-replay.php?reported_on=2013-03-26+17%3A41%3A16.xml
Rebels;Knalgan Alliance;Spelp;Fanjo;ladder game;download-replay.php?reported_on=2013-03-27+12%3A28%3A19.xml
Loyalists;Drakes;suiren;Kira1;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-03-27+16%3A47%3A38.xml
Loyalists;Rebels;Spelp;Undertaker;LADDER - http://wesnoth.gamingladder.info;download-replay.php?reported_on=2013-03-28+10%3A08%3A15.xml
Loyalists;Rebels;suiren;Bonobo;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-03-28+12%3A32%3A10.xml
Northerners;Drakes;GaretJax;Fanjo;ladder game;download-replay.php?reported_on=2013-03-29+05%3A07%3A36.xml
Rebels;Loyalists;suiren;GaretJax;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-03-29+14%3A40%3A11.xml
Northerners;Drakes;suiren;Xplorer;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-03-29+16%3A28%3A15.xml
Drakes;Undead;suiren;plk2;ladder for  plk2;download-replay.php?reported_on=2013-03-29+19%3A17%3A13.xml
Rebels;Loyalists;Bonobo;GaretJax;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-03-30+00%3A23%3A05.xml
Loyalists;Drakes;Undertaker;GaretJax;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-03-31+16%3A02%3A09.xml
Drakes;Rebels;Xplorer;khorne-flakes;Ladder game Xplorer;download-replay.php?reported_on=2013-03-31+19%3A55%3A09.xml
Undead;Drakes;khorne-flakes;Xplorer;Ladder game - Xplorer;download-replay.php?reported_on=2013-03-31+20%3A03%3A20.xml
Drakes;Knalgan Alliance;Saka;Spelp;LADDER - Saka vs Spelp - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-01+12%3A17%3A45.xml
Undead;Drakes;gamelle;Castoridae;Ladder game (need to be registred);download-replay.php?reported_on=2013-04-01+14%3A42%3A37.xml
Northerners;Knalgan Alliance;gamelle;khiM;Ladder for KhiM;download-replay.php?reported_on=2013-04-01+16%3A08%3A11.xml
Undead;Northerners;suiren;plk2;ladder for plk2;download-replay.php?reported_on=2013-04-01+16%3A44%3A31.xml
Knalgan Alliance;Loyalists;Xplorer;khorne-flakes;Ladder game Khorne vs Xplorer;download-replay.php?reported_on=2013-04-01+22%3A10%3A09.xml
Knalgan Alliance;Rebels;Saka;Tondo;Ladder;download-replay.php?reported_on=2013-04-02+17%3A06%3A30.xml
Rebels;Undead;Xplorer;khiM;Ladder Khim vs Xplorer;download-replay.php?reported_on=2013-04-02+18%3A07%3A28.xml
Drakes;Rebels;Rigor;Tondo;Tondos ladder game 1600+;download-replay.php?reported_on=2013-04-02+20%3A14%3A06.xml
Loyalists;Drakes;Bonobo;Oook;ladder game Bonobo vs Oook;download-replay.php?reported_on=2013-04-03+00%3A12%3A59.xml
Knalgan Alliance;Undead;Bonobo;Kira1_;ladder game;download-replay.php?reported_on=2013-04-03+02%3A27%3A50.xml
Undead;Rebels;Oook;Bonobo;ladder Bonobo vs Oook;download-replay.php?reported_on=2013-04-03+10%3A19%3A47.xml
Knalgan Alliance;Northerners;HODOR;Undertaker;HODOR!;download-replay.php?reported_on=2013-04-03+16%3A48%3A32.xml
Northerners;Loyalists;Spelp;gamelle;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-03+18%3A50%3A18.xml
Drakes;Rebels;suiren;thefish;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-04-04+12%3A22%3A12.xml
Northerners;Loyalists;Oook;khiM;Ladder players only (wesnoth.gamingladder.info);download-replay.php?reported_on=2013-04-04+15%3A08%3A58.xml
Loyalists;Knalgan Alliance;Saka;Castoridae;ladder;download-replay.php?reported_on=2013-04-04+19%3A12%3A00.xml
Undead;Loyalists;Spelp;Fanjo;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-05+15%3A07%3A01.xml
Northerners;Loyalists;Oook;khiM;Oook v khiM (ladder);download-replay.php?reported_on=2013-04-06+11%3A57%3A52.xml
Undead;Knalgan Alliance;suiren;plk2;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-04-06+14%3A13%3A16.xml
Rebels;Drakes;gamelle;Mrzinzin;Ladder for Mrzinzin;download-replay.php?reported_on=2013-04-06+15%3A19%3A25.xml
Northerners;Drakes;Spelp;Rigor;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-07+18%3A23%3A20.xml
Drakes;Undead;khiM;Spelp;LADDER - khiM vs Spelp - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-08+11%3A30%3A20.xml
Northerners;Rebels;Castoridae;Tondo;Tondos ladder game;download-replay.php?reported_on=2013-04-08+18%3A55%3A35.xml
Rebels;Drakes;thefish;Castoridae;LADDER;download-replay.php?reported_on=2013-04-09+01%3A06%3A17.xml
Loyalists;Knalgan Alliance;suiren;Fanjo;ladder(COB,HAM,HGB,TF,WC) +1700;download-replay.php?reported_on=2013-04-09+12%3A23%3A40.xml
Drakes;Loyalists;Bonobo;Spelp;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-10+06%3A58%3A53.xml
Drakes;Rebels;Bonobo;Fanjo;ladder game;download-replay.php?reported_on=2013-04-10+08%3A29%3A25.xml
Loyalists;Knalgan Alliance;Oook;khiM;Oook v khiM (ladder) (boring old maps ;p);download-replay.php?reported_on=2013-04-10+18%3A05%3A05.xml
Northerners;Drakes;Rene;sordan;Ladder for Rene ;download-replay.php?reported_on=2013-04-11+14%3A16%3A15.xml
Loyalists;Undead;sordan;Rene;ladder for Rene;download-replay.php?reported_on=2013-04-11+17%3A27%3A25.xml
Drakes;Knalgan Alliance;Rene;Ariu;Polski ranking + ladder - for Rene;download-replay.php?reported_on=2013-04-11+18%3A15%3A45.xml
Knalgan Alliance;Rebels;Bonobo;Spelp;LADDER - Bonobo vs Spelp - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-13+11%3A36%3A49.xml
Loyalists;Knalgan Alliance;Spelp;Bonobo;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-13+11%3A39%3A25.xml
Loyalists;Undead;Bonobo;Danniel_BR;Ladder;download-replay.php?reported_on=2013-04-14+02%3A29%3A33.xml
Northerners;Knalgan Alliance;Oook;thefish;Ladder players only (wesnoth.gamingladder.info);download-replay.php?reported_on=2013-04-14+14%3A05%3A29.xml
Northerners;Knalgan Alliance;Druid;sordan;Ladder for Druid;download-replay.php?reported_on=2013-04-14+15%3A10%3A03.xml
Loyalists;Northerners;GaretJax;Oook;Oook v GaretJax (ladder) ;download-replay.php?reported_on=2013-04-15+16%3A48%3A25.xml
Knalgan Alliance;Northerners;thefish;Danniel_BR;Ladder game - wesnoth.gamingladder.info;download-replay.php?reported_on=2013-04-16+03%3A58%3A11.xml
Northerners;Undead;Bonobo;LichKing;Ladder8 at http://www.lddr.pl or ladder at http://wesnoth.gamingladder.info;download-replay.php?reported_on=2013-04-16+10%3A20%3A09.xml
Undead;Northerners;LichKing;Bonobo;ladder for LichKing;download-replay.php?reported_on=2013-04-16+10%3A59%3A18.xml
Drakes;Rebels;Spelp;khiM;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-16+11%3A06%3A00.xml
Drakes;Loyalists;Oook;Mrzinzin;Oook v Mrzinzin (ladder);download-replay.php?reported_on=2013-04-16+19%3A30%3A13.xml
Loyalists;Knalgan Alliance;Danniel_BR;GaretJax;Ladder;download-replay.php?reported_on=2013-04-16+20%3A47%3A58.xml
Loyalists;Drakes;GaretJax;Danniel_BR;Ladder;download-replay.php?reported_on=2013-04-16+21%3A17%3A30.xml
Knalgan Alliance;Undead;Cackfiend;Spelp;Ladder http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-17+07%3A11%3A43.xml
Northerners;Knalgan Alliance;Spelp;Cackfiend;Ladder http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-17+08%3A06%3A22.xml
Drakes;Drakes;Dauntless;Fanjo;Ladder game;download-replay.php?reported_on=2013-04-17+16%3A45%3A04.xml
Rebels;Northerners;GaretJax;Dauntless;ladder for Dauntless;download-replay.php?reported_on=2013-04-17+22%3A39%3A08.xml
Knalgan Alliance;Northerners;GaretJax;Bonobo;wesnoth.gamingladder;download-replay.php?reported_on=2013-04-18+03%3A16%3A22.xml
Loyalists;Undead;Bonobo;Fanjo;ladder game;download-replay.php?reported_on=2013-04-18+04%3A14%3A49.xml
Loyalists;Loyalists;GaretJax;Fanjo;ladder for Fanjo;download-replay.php?reported_on=2013-04-19+03%3A02%3A24.xml
Rebels;Loyalists;Green_Arrow;Bonobo;LADDER;download-replay.php?reported_on=2013-04-19+09%3A49%3A39.xml
Rebels;Drakes;Green_Arrow;Bonobo;LADDER;download-replay.php?reported_on=2013-04-19+10%3A20%3A54.xml
Rebels;Northerners;Castoridae;Stenen;Ladder Game - wesnoth.gamingladder.info - RBY-Custom-Package [AM,EC,HGB,SC,AC,COTB,CL,DOO,FL,HI,SR,TF,TSG,WC];download-replay.php?reported_on=2013-04-20+13%3A01%3A01.xml
Knalgan Alliance;Loyalists;siddh;nelson;http://wesnoth.gamingladder.info | RBY Classic, No Mirror Era;download-replay.php?reported_on=2013-04-20+19%3A34%3A16.xml
Undead;Knalgan Alliance;GaretJax;nelson;ladder game - http://wesnoth.gamingladder.info account needed to play;download-replay.php?reported_on=2013-04-21+01%3A04%3A56.xml
Knalgan Alliance;Undead;GaretJax;nelson;ladder for GaretJax;download-replay.php?reported_on=2013-04-21+02%3A06%3A45.xml
Undead;Loyalists;Fanjo;Bonobo;ladder game;download-replay.php?reported_on=2013-04-21+07%3A00%3A35.xml
Northerners;Undead;nelson;Oook;Ladder players only (wesnoth.gamingladder.info);download-replay.php?reported_on=2013-04-21+18%3A20%3A07.xml
Undead;Rebels;abhijit;khiM;wesnoth.gamingladder.info khiM pls join in :);download-replay.php?reported_on=2013-04-22+11%3A08%3A05.xml
Northerners;Rebels;gamelle;Green_Arrow;LADDER;download-replay.php?reported_on=2013-04-22+14%3A27%3A19.xml
Rebels;Drakes;GaretJax;Green_Arrow;LADDER;download-replay.php?reported_on=2013-04-22+16%3A30%3A34.xml
Rebels;Undead;Tondo;nelson;ladder for Tondo;download-replay.php?reported_on=2013-04-22+21%3A46%3A21.xml
Drakes;Rebels;Bonobo;Fanjo;ladder game;download-replay.php?reported_on=2013-04-23+03%3A18%3A39.xml
Drakes;Drakes;Bonobo;nelson;ladder game - http://wesnoth.gamingladder.info account needed to play;download-replay.php?reported_on=2013-04-23+04%3A07%3A03.xml
Rebels;Loyalists;Bonobo;nelson;ladder for Bonobo;download-replay.php?reported_on=2013-04-23+04%3A42%3A49.xml
Loyalists;Northerners;GaretJax;thefish;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-04-23+05%3A18%3A53.xml
Rebels;Undead;Bonobo;nelson;ladder for Bonobo;download-replay.php?reported_on=2013-04-23+06%3A37%3A22.xml
Loyalists;Northerners;Spelp;khiM;LADDER - khiM vs Spelp - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-23+08%3A36%3A20.xml
Knalgan Alliance;Knalgan Alliance;siddh;Fanjo;ladder game;download-replay.php?reported_on=2013-04-23+15%3A58%3A08.xml
Rebels;Undead;Oook;khiM;Ladder players only (wesnoth.gamingladder.info);download-replay.php?reported_on=2013-04-23+16%3A58%3A00.xml
Undead;Drakes;amikrop1;GaretJax;Ladder - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-24+03%3A29%3A17.xml
Rebels;Undead;GaretJax;amikrop1;Ladder - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-24+04%3A01%3A18.xml
Undead;Loyalists;abhijit;GaretJax;ladder for abhijit;download-replay.php?reported_on=2013-04-24+16%3A39%3A00.xml
Loyalists;Knalgan Alliance;GaretJax;Bonobo;ladder;download-replay.php?reported_on=2013-04-25+05%3A14%3A16.xml
Knalgan Alliance;Undead;Danniel_BR;gamelle;Ladder;download-replay.php?reported_on=2013-04-25+22%3A04%3A52.xml
Undead;Knalgan Alliance;Danniel_BR;amikrop1;Ladder;download-replay.php?reported_on=2013-04-26+00%3A53%3A24.xml
Drakes;Northerners;gamelle;Fanjo;Ladder game;download-replay.php?reported_on=2013-04-26+13%3A54%3A26.xml
Northerners;Drakes;thefish;Danniel_BR;Ladder;download-replay.php?reported_on=2013-04-26+21%3A38%3A03.xml
Northerners;Knalgan Alliance;Green_Arrow;Mrzinzin;LADDER;download-replay.php?reported_on=2013-04-27+14%3A51%3A31.xml
Northerners;Rebels;Green_Arrow;Mrzinzin;LADDER;download-replay.php?reported_on=2013-04-27+15%3A19%3A23.xml
Undead;Loyalists;GaretJax;Green_Arrow;LADDER;download-replay.php?reported_on=2013-04-27+16%3A48%3A45.xml
Drakes;Rebels;GaretJax;thefish;ladder for the fish;download-replay.php?reported_on=2013-04-27+20%3A56%3A38.xml
Drakes;Knalgan Alliance;thefish;GaretJax;ladder for thefish;download-replay.php?reported_on=2013-04-27+21%3A52%3A35.xml
Northerners;Northerners;thefish;GaretJax;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-04-27+22%3A36%3A33.xml
Northerners;Undead;amikrop1;Bonobo;Ladder - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-28+04%3A56%3A10.xml
Northerners;Undead;Oook;gamelle;Ladder players only (wesnoth.gamingladder.info);download-replay.php?reported_on=2013-04-28+17%3A29%3A31.xml
Rebels;Undead;Green_Arrow;Dauntless;LADDER;download-replay.php?reported_on=2013-04-29+07%3A58%3A58.xml
Undead;Drakes;thefish;GaretJax;wesnoth.gamingladder.info;download-replay.php?reported_on=2013-04-29+20%3A53%3A24.xml
Rebels;Knalgan Alliance;GaretJax;Undertaker;ladder;download-replay.php?reported_on=2013-04-29+21%3A49%3A18.xml
Knalgan Alliance;Loyalists;Danniel_BR;thefish;Ladder;download-replay.php?reported_on=2013-04-29+23%3A08%3A18.xml
Rebels;Undead;nelson;GaretJax;ladder game - http://wesnoth.gamingladder.info account needed to play ;download-replay.php?reported_on=2013-04-30+02%3A52%3A56.xml
Undead;Rebels;Spelp;abhijit;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-04-30+08%3A56%3A04.xml
Northerners;Loyalists;thefish;Mrzinzin;Ladder game;download-replay.php?reported_on=2013-04-30+15%3A27%3A07.xml
Rebels;Loyalists;Ariu;Rene;Polski ranking + ladder dla Ariu;download-replay.php?reported_on=2013-04-30+19%3A24%3A07.xml
Undead;Drakes;thefish;Fanjo;ladder game;download-replay.php?reported_on=2013-04-30+22%3A21%3A16.xml
Drakes;Knalgan Alliance;Oook;Kira1;Oook v Kira1 (ladder);download-replay.php?reported_on=2013-05-01+20%3A48%3A55.xml
Undead;Drakes;thefish;Spelp;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-02+12%3A31%3A57.xml
Northerners;Undead;GaretJax;thefish;ladder match;download-replay.php?reported_on=2013-05-03+22%3A11%3A39.xml
Knalgan Alliance;Drakes;nelson;sordan;Ladder game, no timer;download-replay.php?reported_on=2013-05-04+01%3A43%3A16.xml
Undead;Rebels;Green_Arrow;Bonobo;LADDER;download-replay.php?reported_on=2013-05-04+09%3A49%3A26.xml
Northerners;Northerners;thefish;Mrzinzin;Ladder game;download-replay.php?reported_on=2013-05-04+11%3A35%3A12.xml
Drakes;Northerners;nelson;Mrzinzin;ladder game - http://wesnoth.gamingladder.info account needed to play - no timer;download-replay.php?reported_on=2013-05-04+20%3A27%3A07.xml
Drakes;Northerners;thefish;Castoridae;Ladder Game - wesnoth.gamingladder.info - RBY-Custom-Package [AM,EC,HGB,SC,AC,COTB,CL,DOO,FL,HI,SR,TF,TSG,WC];download-replay.php?reported_on=2013-05-05+13%3A14%3A34.xml
Loyalists;Northerners;nelson;Green_Arrow;LADDER;download-replay.php?reported_on=2013-05-05+14%3A45%3A26.xml
Knalgan Alliance;Loyalists;nelson;GaretJax;ladder game - http://wesnoth.gamingladder.info account needed to play;download-replay.php?reported_on=2013-05-06+04%3A54%3A09.xml
Loyalists;Rebels;nelson;siddh;http://wesnoth.gamingladder.info;download-replay.php?reported_on=2013-05-06+13%3A04%3A35.xml
Knalgan Alliance;Rebels;GaretJax;Mrzinzin;ladder match;download-replay.php?reported_on=2013-05-06+18%3A14%3A32.xml
Loyalists;Northerners;Bonobo;Green_Arrow;LADDER;download-replay.php?reported_on=2013-05-07+10%3A04%3A16.xml
Loyalists;Knalgan Alliance;Green_Arrow;Fanjo;LADDER;download-replay.php?reported_on=2013-05-07+13%3A50%3A09.xml
Rebels;Knalgan Alliance;GaretJax;Kira1;ladder for kira;download-replay.php?reported_on=2013-05-07+15%3A59%3A56.xml
Drakes;Rebels;GaretJax;Castoridae;ladder for castor;download-replay.php?reported_on=2013-05-07+17%3A38%3A34.xml
Undead;Northerners;Spelp;nelson;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-07+20%3A13%3A04.xml
Knalgan Alliance;Drakes;Spelp;sordan;ladder game;download-replay.php?reported_on=2013-05-08+16%3A31%3A44.xml
Rebels;Knalgan Alliance;GaretJax;nelson;ladder for GaretJax;download-replay.php?reported_on=2013-05-09+04%3A51%3A32.xml
Undead;Loyalists;Rene;sordan;ladder + polish ladder at wesnoth.com.pl for Rene;download-replay.php?reported_on=2013-05-09+18%3A52%3A18.xml
Knalgan Alliance;Drakes;The_Black_Sword;GaretJax1;ladder for TBS;download-replay.php?reported_on=2013-05-09+21%3A10%3A29.xml
Drakes;Northerners;NanRoig;Fanjo;ladder game;download-replay.php?reported_on=2013-05-10+07%3A21%3A55.xml
Northerners;Loyalists;GaretJax;NanRoig;ladder;download-replay.php?reported_on=2013-05-10+14%3A58%3A36.xml
Knalgan Alliance;Undead;nelson;LichKing;ladder game - http://wesnoth.gamingladder.info account needed to play - no timer;download-replay.php?reported_on=2013-05-11+02%3A05%3A22.xml
Undead;Knalgan Alliance;Green_Arrow;Bonobo;LADDER;download-replay.php?reported_on=2013-05-12+07%3A37%3A03.xml
Northerners;Drakes;Bonobo;Green_Arrow;LADDER;download-replay.php?reported_on=2013-05-12+08%3A01%3A50.xml
Drakes;Loyalists;Castoridae;suiren;ladder(COB,HAM,HGB,TF,WC);download-replay.php?reported_on=2013-05-12+12%3A18%3A30.xml
Knalgan Alliance;Northerners;HODOR;siddh;http://Wesnoth.gamingladder.info;download-replay.php?reported_on=2013-05-13+13%3A51%3A27.xml
Undead;Knalgan Alliance;Danniel_BR;Fanjo;Ladder;download-replay.php?reported_on=2013-05-13+14%3A38%3A09.xml
Northerners;Knalgan Alliance;Danniel_BR;NanRoig;Ladder Rage vs Pfffff;download-replay.php?reported_on=2013-05-13+15%3A09%3A10.xml
Drakes;Loyalists;nelson;Quetzalcoatl;ladder game - both lddr.pl and wesnoth.gamingladder.info;download-replay.php?reported_on=2013-05-13+17%3A42%3A58.xml
Undead;Northerners;NanRoig;Xplorer;Ladder for NanRoig - Xplorer;download-replay.php?reported_on=2013-05-13+20%3A21%3A19.xml
Knalgan Alliance;Undead;HODOR;Danniel_BR;Ladder;download-replay.php?reported_on=2013-05-13+21%3A57%3A30.xml
Drakes;Undead;Danniel_BR;NanRoig;Ladder When Rage meets Pffff;download-replay.php?reported_on=2013-05-13+23%3A44%3A01.xml
Northerners;Drakes;Danniel_BR;NanRoig;Ladder Pffffff destrying rage;download-replay.php?reported_on=2013-05-14+00%3A16%3A06.xml
Knalgan Alliance;Rebels;GaretJax;amikrop1;ladder for amikrop1;download-replay.php?reported_on=2013-05-15+04%3A31%3A40.xml
Drakes;Undead;GaretJax;Fanjo;ladder game;download-replay.php?reported_on=2013-05-15+19%3A43%3A57.xml
Rebels;Northerners;mae1;GaretJax;Ladder mae1s game;download-replay.php?reported_on=2013-05-15+21%3A02%3A06.xml
Rebels;Undead;mae1;nelson;ladder game;download-replay.php?reported_on=2013-05-16+05%3A49%3A06.xml
Knalgan Alliance;Knalgan Alliance;HODOR;Rene;Ladder for HODOR;download-replay.php?reported_on=2013-05-16+20%3A47%3A28.xml
Drakes;Northerners;Rene;Ariu;Ladder for Ariu;download-replay.php?reported_on=2013-05-16+23%3A57%3A02.xml
Loyalists;Drakes;qnok;Green_Arrow;LADDER;download-replay.php?reported_on=2013-05-17+08%3A07%3A17.xml
Random;Random;Carmen;Spelp;LADDER - Carmen vs Spelp - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-17+08%3A56%3A12.xml
Northerners;Rebels;Rene;Xplorer;Ladder;download-replay.php?reported_on=2013-05-17+15%3A46%3A54.xml
Knalgan Alliance;Rebels;GaretJax;Carmen;ladder for Carmen;download-replay.php?reported_on=2013-05-18+07%3A16%3A18.xml
Knalgan Alliance;Rebels;GaretJax;Carmen;ladder for Carmen;download-replay.php?reported_on=2013-05-18+07%3A24%3A34.xml
Undead;Drakes;Green_Arrow;sordan;ladder;download-replay.php?reported_on=2013-05-18+14%3A18%3A45.xml
Rebels;Northerners;Carmen;GaretJax;epic ladder rematch for Carmen;download-replay.php?reported_on=2013-05-18+20%3A54%3A42.xml
Drakes;Knalgan Alliance;GaretJax;Carmen;ladder;download-replay.php?reported_on=2013-05-18+22%3A02%3A03.xml
Loyalists;Northerners;GaretJax;Kira1;ladder for Kira1;download-replay.php?reported_on=2013-05-19+22%3A32%3A43.xml
Drakes;Undead;Dauntless;nelson;ladder game - http://wesnoth.gamingladder.info account needed to play - no timer;download-replay.php?reported_on=2013-05-20+04%3A31%3A22.xml
Rebels;Undead;Oook;Kira1;Oook v Kira1 (ladder);download-replay.php?reported_on=2013-05-20+17%3A55%3A01.xml
Loyalists;Rebels;amikrop1;Danniel_BR;Ladder;download-replay.php?reported_on=2013-05-21+02%3A19%3A13.xml
Knalgan Alliance;Drakes;nelson;GaretJax;ladder;download-replay.php?reported_on=2013-05-21+02%3A59%3A12.xml
Northerners;Undead;sordan;Carmen;ladder;download-replay.php?reported_on=2013-05-21+13%3A05%3A51.xml
Drakes;Knalgan Alliance;Carmen;Danniel_BR;Ladder;download-replay.php?reported_on=2013-05-21+16%3A06%3A12.xml
Rebels;Undead;Carmen;Oook;Oook v Carmen (ladder);download-replay.php?reported_on=2013-05-21+18%3A36%3A13.xml
Northerners;Undead;Mada;sordan;ladder;download-replay.php?reported_on=2013-05-21+20%3A20%3A31.xml
Drakes;Northerners;Bonobo;Carmen;ladder;download-replay.php?reported_on=2013-05-22+07%3A05%3A41.xml
Loyalists;Northerners;amikrop1;Carmen;ladder;download-replay.php?reported_on=2013-05-22+18%3A44%3A45.xml
Northerners;Loyalists;GaretJax;Rene;ladder for Rene;download-replay.php?reported_on=2013-05-22+18%3A53%3A54.xml
Rebels;Northerners;Spelp;Carmen;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-22+20%3A04%3A20.xml
Rebels;Loyalists;GaretJax;amikrop1;Ladder - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-23+01%3A33%3A40.xml
Undead;Northerners;gamelle;amikrop1;Ladder - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-23+23%3A09%3A35.xml
Undead;Northerners;nelson;Spelp;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-24+16%3A36%3A11.xml
Knalgan Alliance;Loyalists;sordan;amikrop1;ladder;download-replay.php?reported_on=2013-05-24+22%3A34%3A16.xml
Knalgan Alliance;Northerners;Mada;sordan;ladder;download-replay.php?reported_on=2013-05-25+14%3A06%3A22.xml
Rebels;Undead;Mada;Green_Arrow;LADDER;download-replay.php?reported_on=2013-05-25+15%3A26%3A23.xml
Drakes;Loyalists;sordan;Druid;POLSKI RANKING  ladder - for sordan;download-replay.php?reported_on=2013-05-25+22%3A55%3A24.xml
Loyalists;Rebels;GaretJax;amikrop1;Ladder for GaretJax - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-26+20%3A12%3A20.xml
Drakes;Undead;amikrop1;GaretJax;ladder for amikrop1;download-replay.php?reported_on=2013-05-26+21%3A43%3A07.xml
Northerners;Undead;amikrop1;GaretJax;ladder;download-replay.php?reported_on=2013-05-26+23%3A19%3A03.xml
Rebels;Loyalists;Fanjo;Spelp;ladder game;download-replay.php?reported_on=2013-05-27+13%3A50%3A37.xml
Drakes;Northerners;gamelle;Glouk;Ladder game - Glouk vs gamelle;download-replay.php?reported_on=2013-05-28+00%3A07%3A44.xml
Rebels;Loyalists;thefish;gamelle;Ladder game (need to be registred at http://wesnoth.gamingladder.info);download-replay.php?reported_on=2013-05-29+01%3A21%3A52.xml
Drakes;Rebels;amikrop1;Carmen;Ladder for Carmen - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-29+02%3A24%3A52.xml
Undead;Rebels;Mrzinzin;Spelp;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-29+20%3A24%3A45.xml
Drakes;Northerners;Spelp;Mada;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-30+10%3A08%3A12.xml
Northerners;Drakes;Castoridae;Spelp;LADDER - http://wesnoth.gamingladder.info/;download-replay.php?reported_on=2013-05-30+13%3A51%3A27.xml
Knalgan Alliance;Loyalists;Oook;plk2;laddergame for Oook;download-replay.php?reported_on=2013-05-30+16%3A51%3A11.xml
Loyalists;Knalgan Alliance;sordan;Druid;ladder;download-replay.php?reported_on=2013-05-30+22%3A17%3A48.xml
Northerners;Undead;Castoridae;plk2;Ladder Game - wesnoth.gamingladder.info - RBY-Custom-Package [AM,AP,EC,HGB,SC,AC,COTB,CL,DOO,FL,HI,SR,TF,TSG,WC];download-replay.php?reported_on=2013-05-31+12%3A14%3A45.xml
Rebels;Drakes;Danniel_BR;sordan;ladder;download-replay.php?reported_on=2013-05-31+15%3A03%3A03.xml
